Nome,Universidade,Campus,Cidade,Email,Site,Eixo,Temática,Ano de criação,Instagram,Facebook,Twitter,YouTube,Estado,Site na instituição,Wikipedia_title,Wikipedia_URL,Universidade_Wikidata_id
PET Geologia,Universidade Federal do Paraná,Campus Centro Politécnico,Curitiba,petgeo.ufpr@gmail.com,petgeoufpr.wixsite.com/petgeologia,Ciências Exatas e da Terra,,1992,https://instagram.com/petgeologiaufpr,https://www.facebook.com/PETGeologiaUFPR,,https://www.youtube.com/channel/UCN5pqYcdkHSrxxKlgmG18kQ, PR,,Federal University of Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Paran%C3%A1,Q1232831
PET Fronteiras: Saberes e Práticas Populares,Universidade Federal de Pelotas,Campus Pelotas,Pelotas,petfronteirasufpel@gmail.com,pet-saberes-e-praticas-populares1.webnode.com/,Interdisciplinar,Saberes e Práticas Populares,2012,https://instagram.com/pet_fronteiras,https://facebook.com/petfronteirassaberesepraticaspopulares/,,, RS,,Federal University of Pelotas,https://en.wikipedia.org/wiki/Federal_University_of_Pelotas,Q7894376
PET Pedagogia,Universidade Estadual de Maringá,Campus Sede,Maringá,petpedagogiauem0@gmail.com,pet-pedagogiauem.blogspot.com/,Ciências Humanas,,1996,https://instagram.com/petpedagogia.uem,https://www.facebook.com/PetPedagogia,,https://www.youtube.com/channel/UCG1QLN1l1v-w5auDAd5HoJg, PR,www.dtp.uem.br/projetos-programas/pet-pedagogia,State University of Maringá,https://en.wikipedia.org/wiki/State_University_of_Maring%C3%A1,Q7894365
PET Ciências,Universidade Federal da Fronteira Sul,Campus Cerro Largo,Cerro_Largo,petcienciasuffs@gmail.com,petciencias.blogspot.com/,Interdisciplinar,Meio Ambiente e Formação e Professores - Ciências,2010,https://instagram.com/pet_ciencias,https://www.facebook.com/PetCiencias,,, SC,www.uffs.edu.br/institucional/pro-reitorias/graduacao/programas/pet,Federal University of Fronteira Sul,https://en.wikipedia.org/wiki/Federal_University_of_Fronteira_Sul,Q7894370
PET Ciência da Computação,Universidade Federal de Mato Grosso do Sul,Campus Cidade Universitária,Campo_Grande,petcomputacao@facom.ufms.br,,Ciências Exatas e da Terra,,2009,https://instagram.com/petcomputacaoufms,,,, MS,,Mato Grosso do Sul,https://en.wikipedia.org/wiki/Mato_Grosso_do_Sul,
PET Estratégias para Diminuir a Retenção e a Evasão,Universidade Federal Dos Vales do Jequitinhonha e Mucuri,Campus JK - Diamantina,JK,flaviana.tavares@ict.ufvjm.edu.br,site.ufvjm.edu.br/petestrategias/,Interdisciplinar,Retenção e Evasão,2009,https://instagram.com/petestrategias.ufvjm,https://www.facebook.com/petestrategias,,https://www.youtube.com/channel/UC-jEvLUGw5sw4FxvRXWDIsA, MG,www.ufvjm.edu.br/,Federal University of Vales do Jequitinhonha e Mucuri,https://en.wikipedia.org/wiki/Federal_University_of_Vales_do_Jequitinhonha_e_Mucuri,Q10387836
PET Matemática,Universidade Federal do Amazonas,Campus Manaus,Manaus,petmatematica2018@gmail.com,pet-mat-ufam.blogspot.com/,Ciências Exatas e da Terra,,2012,https://instagram.com/pet.mat.ufam,https://www.facebook.com/people/PET-Matem%C3%A1tica-UFAM/100063983024413/,,https://www.youtube.com/channel/UCWYhtP72a9lXyB5A80NgaJw, AM,,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET Participação e Controle Social em Saúde,Universidade Federal do Rio Grande do Sul,Campus Centro,Porto_Alegre,petconexoespcss@gmail.com,,Ciências da Saúde,Participação e Controle Social em Saúde,2010,https://instagram.com/petconexoesemsaude,https://www.facebook.com/petconexoesemsaude/,,https://www.youtube.com/channel/UCHUFznL27kT4WXLq1DlWS9w, RS,,Federal University of Rio Grande do Sul,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Sul,Q766447
PET Conexões de Saberes Políticas Públicas de Juventude,Universidade Federal do Rio Grande do Sul,Campus Centro,Porto_Alegre,petconexoesppj@gmail.com,,Ciências Humanas,Políticas Públicas de Juventude e Ações Afirmativas,2010,https://instagram.com/petconexoesppj,https://www.facebook.com/petconexoesppj/,,, RS,,Federal University of Rio Grande do Sul,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Sul,Q766447
PET Enfermagem,Pontifícia Universidade Católica de Campinas,Campus II,Campinas,petenfermagem96@gmail.com,,Ciências da Saúde,,1996,https://instagram.com/petenfermagempuc,https://facebook.com/petenfermagempuc/,,https://www.youtube.com/channel/UC0u5xVAU272_taHdUjNETsA, SP,www.puc-campinas.edu.br/prograd/pet-programa-de-educacao-tutorial/,Pontifical Catholic University of Campinas,https://en.wikipedia.org/wiki/Pontifical_Catholic_University_of_Campinas,Q839900
PET Agronomia,Universidade Federal de Minas Gerais,Campus Montes Claros,Montes_Claros,agropetufmg@gmail.com,,Ciências Agrárias,,2001,https://instagram.com/petagronomiaufmg,,,, MG,www.ica.ufmg.br/?pet=pet-agronomia,Federal University of Minas Gerais,https://en.wikipedia.org/wiki/Federal_University_of_Minas_Gerais,Q132140
PET Bacharelado em Estatística,Universidade Federal de São Carlos,Campus São Carlos,São_Carlos,petestatufscar@gmail.com,petestatisticaufscar.wordpress.com/,Ciências Exatas e da Terra,,2006,https://instagram.com/petestat.ufscar,https://www.facebook.com/petestufscar,,, SP,,Federal University of São Carlos,https://en.wikipedia.org/wiki/Federal_University_of_S%C3%A3o_Carlos,Q5440482
PET Farmácia,Universidade Federal do Paraná,Campus Jardim Botânico,Jardim_Botânico,petfarmaciaufpr@gmail.com,petfarmacia.ufpr.br/,Ciências da Saúde,,1992,https://instagram.com/petfarmaciaufpr,https://facebook.com/grupopetfarmaciaufpr,,https://www.youtube.com/channel/UC3FziLcX4TB8WZkX1XoLC2Q, PR,,Federal University of Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Paran%C3%A1,Q1232831
PET Química,Universidade Federal do Ceará,Campus Pici,Fortaleza,petquim.ufc@gmail.com,www.petquimica.ufc.br,Ciências Exatas e da Terra,,1988,https://instagram.com/petquimicaufc,https://www.facebook.com/PETQuimica,,https://youtube.com/channel/UCtIL87zuNz705kIHZ8TuDKA, CE,,Federal University of Ceará,https://en.wikipedia.org/wiki/Federal_University_of_Cear%C3%A1,Q2749558
PET Ciências Biológicas,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Botucatu,Botucatu,petcbb@gmail.com,www3.ibb.unesp.br/petcbb/,Ciências Biológicas,,2012,https://instagram.com/petcbb,https://www.facebook.com/petcbbunesp/,,https://www.youtube.com/channel/UCBpdKWJM8K5rV7f5xRnbreg, SP,,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Conexões de Saberes: Comunidades Indígenas,Universidade Federal do Acre,Campus Rio Branco,Rio_Branco,pet.conexind@ufac.br,www.petcomunidadesindigenasufac.org/,Interdisciplinar,Saberes indígenas - Saberes acadêmicos,2010,,https://facebook.com/petcomunidadesindigenasufac,,, AC,,Federal University of Acre,https://en.wikipedia.org/wiki/Federal_University_of_Acre,Q10387829
PET Computação,Universidade Federal do Rio Grande do Sul,Campus Vale,Porto_Alegre,pet@inf.ufrgs.br,www.inf.ufrgs.br/pet/projetos/,Ciências Exatas e da Terra,,1988,https://instagram.com/petcompufrgs,https://www.facebook.com/PETCompUFRGS,https://twitter.com/PetCompUfrgs,https://www.youtube.com/user/PetCompUfrgs, RS,www.inf.ufrgs.br/pet,Federal University of Rio Grande do Sul,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Sul,Q766447
PET Educação - Conexão de Saberes,Universidade Federal de Sergipe,Campus Itabaiana,Itabaiana,pet_educacao@academico.ufs.br,peteduca.com.br/,Ciências Humanas,,2009,https://instagram.com/pet.educacao,https://www.facebook.com/petconexaosaberes,,https://www.youtube.com/channel/UCLpsR4snHC93M9P6lNPA0yQ, SE,,Federal University of Sergipe,https://en.wikipedia.org/wiki/Federal_University_of_Sergipe,Q7894380
PET Engenharia Química,Universidade Federal de Uberlândia,Campus Santa Mônica,Uberlândia,ufupeteq@gmail.com,petequfu.com.br/,Engenharias,,1991,https://instagram.com/ufupeteq,https://www.facebook.com/PetEngenhariaQuimica,,https://www.youtube.com/channel/UCXpy-cYsMUSCCa1JHz8fflg, MG,www.feq.ufu.br/unidades/pet/pet-do-curso-de-graduacao-em-engenharia-quimica,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Física,Universidade Federal do Amazonas,Campus Manaus,Manaus,petfisica@ufam.edu.br,pet-fisica-ufam.blogspot.com/,Ciências Exatas e da Terra,Física,1991,https://instagram.com/petfisicaufam,https://www.facebook.com/PETFisicaUFAM/,,https://www.youtube.com/channel/UCZ1bAOs1fzIukAe5F4HRr2w, AM,,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET Química,Universidade Estadual de Ponta Grossa,Campus Ponta Grossa,Ponta_Grossa,petquimica@uepg.br,,Ciências Exatas e da Terra,,2007,https://instagram.com/petquimicauepg,https://facebook.com/PETQuimicaUEPG/,,https://www.youtube.com/channel/UC1CHw18l8R7W4q7yp_iH9Kw, PR,www2.uepg.br/pet-quimica/,State University of Ponta Grossa,https://en.wikipedia.org/wiki/State_University_of_Ponta_Grossa,Q7228043
PET Conexões de Saberes Educomunicação,Universidade Federal de Uberlândia,Campus Santa Mônica,Uberlândia,petcnxed@gmail.com,www.peteducom.com.br/,Ciências Humanas,EDUCOMUNICAÇÃO,2010,https://instagram.com/petcnxed,https://www.facebook.com/PetCnxEducomunicacao,,https://cenapet.org/grupos/219/PET%20Conex%C3%B5es%20de%20Saberes%20Educomunica%C3%A7%C3%A3o, MG,,Federal University of Uberlândia,https://en.wikipedia.org/wiki/Federal_University_of_Uberl%C3%A2ndia,Q5440489
PET Pesquisa e Extensão em Espaços Sóciopedagógicos,Universidade Federal do Maranhão,Campus São Luís,São_Luís,e.petconexoes@gmail.com,,Interdisciplinar,,2010,https://instagram.com/petespufma,,,, MA,,Federal University of Maranhão,https://en.wikipedia.org/wiki/Federal_University_of_Maranh%C3%A3o,Q5440477
PET Conexões de Saberes: Cenários de Práticas e Estágios Curriculares Noturnos,Universidade Federal do Rio Grande do Sul,Campus Centro,Porto_Alegre,petsaudenoturno.ufrgs@gmail.com,,Ciências da Saúde,Cenários de Práticas e Estágios Curriculares Noturnos,2010,https://instagram.com/petsaudenoturno,https://www.facebook.com/Pet-Cen%C3%A1rios-de-Pr%C3%A1ticas-e-de-Est%C3%A1gios-Curriculares-Noturnos-UFRGS-1713390695558325/,,, RS,,Federal University of Rio Grande do Sul,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Sul,Q766447
PET Farmácia,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Araraquara,Araraquara,farmaciapet.unesp@gmail.com,,Ciências da Saúde,,1994,https://instagram.com/petfarmaciaunesp,https://www.facebook.com/petfarmaciaunesp,,https://www.youtube.com/channel/UCdtxJUvMetFYKaVm5kmNOBg, SP,www2.fcfar.unesp.br/#!/graduacao/grupos-pets/,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
"PET Ciência, Tecnologia e Inovação",Fundação Universidade Federal do Abc,Campus Santo André,Santo_André,contato.pet.cti.ufabc@gmail.com,,Interdisciplinar,,2010,https://instagram.com/pet.cti.ufabc,https://www.facebook.com/pet.cti.ufabc/,,https://www.youtube.com/c/PETCTIUFABC, SP,prograd.ufabc.edu.br/pet,Federal University of Rio de Janeiro,https://en.wikipedia.org/wiki/Federal_University_of_Rio_de_Janeiro,
PET Geografia,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Rio Claro,Rio_Claro,petgeorc@gmail.com,,Ciências Humanas,,1994,https://instagram.com/petgeografiarc,https://www.facebook.com/petgeografia,,https://www.youtube.com/channel/UCKgxmz9OxK6jTZl1ZkCc24w, SP,,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Engenharia Civil,Universidade Federal do Rio Grande,Campus Carreiros,Carreiros,petcivil.furg@gmail.com,petcivil.furg.br/,Engenharias,,1994,https://instagram.com/petcivilfurg,https://www.facebook.com/petcivilfurg/,,https://www.youtube.com/channel/UC4BF7JvRdm2VaCt1Zhos9_A, RS,ee.furg.br/23-uncategorized/44-pet-civil,Federal University of Rio Grande do Sul,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Sul,
PET Agronomia,Universidade Federal do Amazonas,Campus Manaus,Manaus,petagronomia@ufam.edu.br,,Ciências Agrárias,,2012,https://instagram.com/petagronomia.ufam,,,https://www.youtube.com/channel/UCdCYKSLG9itP_mM5NqC2Vkw, AM,,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET Intervenção Socioambiental em Uruçuí-Una,Universidade Federal do Piauí,Campus Bom Jesus,Bom_Jesus,pet5bj@gmail.com,urucuiuna.blogspot.com/,Interdisciplinar,,2010,https://instagram.com/pet5bj,https://facebook.com/pet5bj/,,https://www.youtube.com/channel/UCfMUBg4cCQrtUUz6FjBQEsw, PI,,Federal University of Piauí,https://en.wikipedia.org/wiki/Federal_University_of_Piau%C3%AD,Q945699
PET Música,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus São Paulo,São_Paulo,petmusica.ia@unesp.br,petmusica.wordpress.com,"Linguística, Letras e Arte",,1996,https://instagram.com/petmusicaunesp,https://www.facebook.com/petmusica,,https://www.youtube.com/user/petmusica, SP,www.ia.unesp.br/#!/ensino/graduacao/grupos-pets/,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Agronomia,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Botucatu,Botucatu,agronomiapet@gmail.com,sites.google.com/view/pet-agronomia-unesp-botucatutu/p%C3%A1gina-inicial,Ciências Agrárias,,1995,https://instagram.com/petagrobotucatu,https://www.facebook.com/fcapetagronomia,,, SP,www.fca.unesp.br/#!/petagronomia,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Geografia,Universidade do Estado do Rio de Janeiro,Campus Maracanã - Francisco Negrão de Lima,Rio_de_Janeiro,petuerjgeografia@gmail.com,petgeografiauerj.wixsite.com/petgeografiauerj,Ciências Humanas,,1991,https://instagram.com/petgeouerj,https://www.facebook.com/watch/PetGeoUerj/,,https://www.youtube.com/channel/UC4pF5m8oxaWrwnQZDZiWF7w, RJ,sites.google.com/site/petsr1uerj/geografia,Rio de Janeiro State University,https://en.wikipedia.org/wiki/Rio_de_Janeiro_State_University,Q2840233
PET Geografia,Universidade Federal do Acre,Campus Rio Branco,Rio_Branco,pet.geografia@ufac.br,petgeoufac.com/,Ciências Humanas,,2009,https://instagram.com/petgeografia2019ufac,https://www.facebook.com/paginapetgeoufac,https://twitter.com/petgeoufac,https://www.youtube.com/channel/UCiyGqdjtlG3Yikcfte8Bulg, AC,,Federal University of Acre,https://en.wikipedia.org/wiki/Federal_University_of_Acre,Q10387829
PET Geologia,Universidade Federal de Mato Grosso,Campus Cuiabá,Cuiabá,pet.geologia@ufmt.br,petgeologiaufmt.com,Ciências Exatas e da Terra,,1995,https://instagram.com/petgeologiaufmt,https://www.facebook.com/petgeologiaufmt/,,, MT,www.ufmt.br/unidade/fageo/pagina/pet-geologia/3547,Federal University of Mato Grosso,https://en.wikipedia.org/wiki/Federal_University_of_Mato_Grosso,Q7894374
PET Geologia,Universidade Federal do Amazonas,Campus Manaus,Manaus,petgeologia@ufam.edu.br,petgeologiaufam.com,Ciências Exatas e da Terra,,2012,https://instagram.com/petgeologiaufam,https://www.facebook.com/petgeologiaufam,,https://www.youtube.com/channel/UCn_B3Y62ZCxMS80Ws-wbdtw, AM,,Federal University of Amazonas,https://en.wikipedia.org/wiki/Federal_University_of_Amazonas,Q5440476
PET Serviço Social,Universidade do Estado do Rio de Janeiro,Campus Maracanã - Francisco Negrão de Lima,Rio_de_Janeiro,petservicosocial.uerj@gmail.com,,Ciências Sociais Aplicadas,,2006,https://instagram.com/petservicosocial.uerj,https://www.facebook.com/petservicosocialuerj/,,https://www.youtube.com/watch?v=7ulXSrqnlg4, RJ,,Rio de Janeiro State University,https://en.wikipedia.org/wiki/Rio_de_Janeiro_State_University,Q2840233
PET Física,Universidade de Brasília,Campus Darcy Ribeiro,Darcy_Ribeiro,petfisicaunb@gmail.com,www.pet.if.unb.br/,Ciências Exatas e da Terra,,2009,https://instagram.com/fisicapet,https://www.facebook.com/PETFisicaUnB/,https://twitter.com/PETFisicaUnB,https://www.youtube.com/channel/UCCt5JqYPctoMxXhW0xoJShw, DF,,University of Brasília,https://en.wikipedia.org/wiki/University_of_Bras%C3%ADlia,Q1330634
PET Engenharia de Alimentos,Universidade Federal do Rio Grande do Sul,Campus Vale,Porto_Alegre,petengenhariadealimentosufrgs@gmail.com,,Engenharias,,2010,https://instagram.com/petufrgsalimentos,https://www.facebook.com/petealimentos,,https://www.youtube.com/channel/UCdPu_MQgyubQGTEkBtQYgIA, RS,www.ufrgs.br/icta/index.php/graduacao/pet/,Federal University of Rio Grande do Sul,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Sul,Q766447
PET Biotecnologia,Universidade Federal do Agreste de Pernambuco,Campus Garanhuns (UAG),Garanhuns,petbiotecnologia@ufape.edu.br,petbiotec1.wixsite.com/petbiotec,Ciências Agrárias,Biotecnologia,2010,https://instagram.com/petbiotecufape,https://www.facebook.com/petbiotecnologiaufape/,,, PE,,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,
GET Engenharia Mecânica,Universidade Federal de Juiz de Fora,Campus Juiz de Fora,Juiz_de_Fora,get.mecanica@engenharia.ufjf.br,,Engenharias,,2018,https://instagram.com/getmecufjf,https://facebook.com/GETMecUFJF/,,https://bit.ly/YoutubeGETMecUFJF, MG,,Federal University of Juiz de Fora,https://en.wikipedia.org/wiki/Federal_University_of_Juiz_de_Fora,Q7894373
PET Engenharia de Pesca,Universidade Federal Rural de Pernambuco,Campus Serra Talhada,Serra_Talhada,petpescauast@ufrpe.br,petpescauast.wordpress.com/,Ciências Agrárias,,2012,https://instagram.com/petpescauast,https://www.facebook.com/PETpesca,,https://www.youtube.com/channel/UCjzgr72YHd92uaKW2QTVghA, PE,www.preg.ufrpe.br/br/grupos-pet,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,Q7894368
PET Física,Universidade Estadual de Londrina,Campus Londrina,Londrina,petfisica@uel.br,,Ciências Exatas e da Terra,,1991,https://instagram.com/petfisicauel,https://facebook.com/uel.petfisica/,,https://www.youtube.com/channel/UCIYogtmqDhbBLyJhr-wThpQ, PR,,Londrina,https://en.wikipedia.org/wiki/Londrina,
PET Agro,Universidade Estadual Paulista Júlio de Mesquita Filho,Campus Registro,Registro,petagroregistro@hotmail.com,,Ciências Agrárias,,2012,https://instagram.com/petagroregistro,https://www.facebook.com/petagroregistro,,https://www.youtube.com/channel/UCKUBlPW_AizEftY5fuiQVRg, SP,www.registro.unesp.br/#!/ensino/graduacao/grupo-pet/,São Paulo State University,https://en.wikipedia.org/wiki/S%C3%A3o_Paulo_State_University,Q1817137
PET Saúde da Criança,Universidade Federal de São Paulo,Campus Baixada Santista,Baixada_Santista,petsaudedacrianca2011@gmail.com,,Ciências da Saúde,Saúde da Criança,2011,https://instagram.com/petsaudecrianca,https://www.facebook.com/petsaudedacrianca/,,, SP,,Federal University of São Paulo,https://en.wikipedia.org/wiki/Federal_University_of_S%C3%A3o_Paulo,Q4384447
PET Bacharelado em Engenharia Elétrica,Fundação Universidade Federal do Tocantins,Campus Palmas,Palmas,petengenhariaeletricauft@mail.uft.edu.br,,Engenharias,,2010,https://instagram.com/peteletricauft,https://www.facebook.com/peteletricauft,,https://www.youtube.com/channel/UCTRSediIylh02LDiVU-nqYw, TO,ww2.uft.edu.br/index.php/prograd/programas-especiais-em-educacao/pet,Tocantins,https://en.wikipedia.org/wiki/Tocantins,
PET Enfermagem,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,petenfermagemufsm2013@gmail.com,,Ciências da Saúde,,2007,https://instagram.com/petenfermagemufsm,https://www.facebook.com/petenf.ufsm,,https://www.youtube.com/channel/UCSS8DSiplzy7rfVRPIlajQQ, RS,www.ufsm.br/pet/enfermagem/,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
"PET Ciência, Tecnologia & Cidadania",Fundação Universidade Federal do Pampa,Campus Alegrete,Alegrete,petctcunipampa@gmail.com,,Engenharias,,2013,https://instagram.com/petctcengenharias,https://www.facebook.com/PET-CTC-Engenharias-Unipampa-Alegrete-454543104640193/,,https://youtube.com/channel/UCF5EVeMNPWnd1iUnTU4dK7A, RS,,List of universities in Brazil by state,https://en.wikipedia.org/wiki/List_of_universities_in_Brazil_by_state,
PET Engenharia Civil,Universidade Estadual de Maringá,Campus Sede,Maringá,petciviluem@gmail.com,petciviluem.com/,Engenharias,,2012,https://instagram.com/petciviluem,https://www.facebook.com/petciviluem,,https://www.youtube.com/channel/UCpM_aNC9iIWbCiYQxYrvBuA, PR,,State University of Maringá,https://en.wikipedia.org/wiki/State_University_of_Maring%C3%A1,Q7894365
PET Matemática,Universidade de Brasília,Campus Darcy Ribeiro,Darcy_Ribeiro,p3tmatunb@gmail.com,pet.mat.unb.br/,Ciências Exatas e da Terra,Matemática,1995,https://instagram.com/petmatunb,https://www.facebook.com/PETMATUNB/,,https://www.youtube.com/petmatematicaunb, DF,www.mat.unb.br/pagina/graduacao-bolsas-pet,University of Brasília,https://en.wikipedia.org/wiki/University_of_Bras%C3%ADlia,Q1330634
PET Zootecnia,Universidade Estadual de Londrina,Campus Londrina,Londrina,petuelzootecnia@gmail.com,,Ciências Agrárias,Pet Zootecnia,2011,https://instagram.com/petzootecniauel,https://www.facebook.com/PET-Zootecnia-UEL-341431985896246/,,https://www.youtube.com/channel/UCq-YexpIIQuJhj_21ifraIA/featured, PR,www.uel.br/pet/zootecnia/,Londrina,https://en.wikipedia.org/wiki/Londrina,
PET Farmácia,Universidade Federal de Ouro Preto,Campus Ouro Preto,Ouro_Preto,pet-farmacia.ef@ufop.edu.br,petfarmacia.ufop.br/,Ciências da Saúde,,1992,https://instagram.com/petfarmaciaufop,https://www.facebook.com/PETFarmaciaUFOP,,https://www.youtube.com/channel/UC-FU1-GtUwc2pZa5pfgnpNg, MG,,Federal University of Ouro Preto,https://en.wikipedia.org/wiki/Federal_University_of_Ouro_Preto,Q6741204
PET Educação Física,Universidade Federal de Mato Grosso,Campus Cuiabá,Cuiabá,petufmtfef@gmail.com,,Ciências da Saúde,Desenvolvimento de programas de exercícios físicos para saúde,2006,https://instagram.com/pet_educacao_fisica,,,, MT,,Federal University of Mato Grosso,https://en.wikipedia.org/wiki/Federal_University_of_Mato_Grosso,Q7894374
PET Agronomia,Universidade Estadual do Oeste do Paraná,Campus Cascavel,Cascavel,petagronomiaunioeste2017@gmail.com,,Ciências Agrárias,Desenvolvimento rural sustentável,2010,https://instagram.com/petagronomiaunioeste,,,https://youtube.com/channel/UCG-wgT6ReXdwQDMieGbKhrQ, PR,,Western Paraná State University,https://en.wikipedia.org/wiki/Western_Paran%C3%A1_State_University,Q7603637
PET Computação,Universidade de São Paulo,Campus São Carlos,São_Carlos,petcomp@icmc.usp.br,pet.icmc.usp.br/,Ciências Exatas e da Terra,,1995,https://instagram.com/petcomputacaousp,https://www.facebook.com/petcompusp,https://twitter.com/PETComp_USP,https://www.youtube.com/c/PETComputa%C3%A7%C3%A3oUSP, SP,prg.usp.br/programa-de-educacao-tutorial-pet/grupos-pet-19-computacao/,University of São Paulo,https://en.wikipedia.org/wiki/University_of_S%C3%A3o_Paulo,Q835960
PET Práticas de Letramento,Universidade Federal Rural de Pernambuco,Campus Dois Irmãos,Recife,petletramento@gmail.com,,Interdisciplinar,,2010,https://instagram.com/petletramentoufrpe,https://www.facebook.com/petletramentorural,,https://www.youtube.com/channel/UCJZ05bGGA3GvsdZVN13G7wg, PE,,Federal Rural University of Pernambuco,https://en.wikipedia.org/wiki/Federal_Rural_University_of_Pernambuco,Q7894368
PET Letras,Universidade Federal de Campina Grande,Campus Campina Grande,Campina_Grande,petletrasufcg@gmail.com,petletrasufcg.wixsite.com/pet-letras,"Linguística, Letras e Arte","Identidade, Alteridade e Integração",1992,https://instagram.com/petletrasufcg,https://www.facebook.com/petletrasufcg/,https://twitter.com/petletrasufcg,https://www.youtube.com/user/PETLetrasUFCG, PB,,Federal University of Campina Grande,https://en.wikipedia.org/wiki/Federal_University_of_Campina_Grande,Q3848464
PET Informática,Universidade Estadual de Maringá,Campus Sede,Maringá,pet@din.uem.br,www.din.uem.br/pet/,Ciências Exatas e da Terra,,1991,https://instagram.com/petinfouem,https://www.facebook.com/petInformaticauem/,,https://www.youtube.com/c/PETInform%C3%A1ticaUEM, PR,,State University of Maringá,https://en.wikipedia.org/wiki/State_University_of_Maring%C3%A1,Q7894365
PET Educação Física,Universidade Federal de Santa Maria,Campus Santa Maria,Santa_Maria,petedfufsm@gmail.com,,Interdisciplinar,,2010,https://instagram.com/peteducacaofisicaufsm,,https://twitter.com/PetEdFisicaUFSM,https://www.youtube.com/channel/UCNIdPDC9qND8h2U-wvIfQXQ, RS,www.ufsm.br/pet/educacao-fisica/,Federal University of Santa Maria,https://en.wikipedia.org/wiki/Federal_University_of_Santa_Maria,Q3790133
PET Medicina Veterinária,Universidade Federal de Lavras,Campus Lavras,Lavras,petmvufla@gmail.com,,Ciências Agrárias,,2013,https://instagram.com/petmvufla,https://www.facebook.com/petveterinariaufla/,,https://www.youtube.com/channel/UCGeq_sF5SG7rdWTD3uAwZsA, MG,dmv.ufla.br/pet/home,Federal University of Lavras,https://en.wikipedia.org/wiki/Federal_University_of_Lavras,Q10387826
PET Química,Universidade Federal do Rio Grande do Norte,Campus Central,Natal,petquimicaufrn1@gmail.com,petquimicaufrn1.wixsite.com/petquimicaufrn/sobrenos,Ciências Exatas e da Terra,"Pesquisa, ensino e extensão dentro da área de Química.",1988,https://instagram.com/petquimica.ufrn,https://www.facebook.com/pg/petquimicaufrn,,https://www.youtube.com/channel/UCgsaty5inU90XRQ9t90qcjA, RN,,Federal University of Rio Grande do Norte,https://en.wikipedia.org/wiki/Federal_University_of_Rio_Grande_do_Norte,Q3847505
PET Educação Física,Universidade Estadual de Maringá,Campus Sede,Maringá,petdefuem@gmail.com,,Ciências da Saúde,Educação Física,1991,https://instagram.com/peteducauem,https://facebook.com/petedfisicauem,,https://youtube.com/channel/UC4grzuvSHsdNjganhcq_Mxw, PR,,State University of Maringá,https://en.wikipedia.org/wiki/State_University_of_Maring%C3%A1,Q7894365
Pet Engenharia Florestal,Universidade Tecnológica Federal do Paraná,Campus Dois Vizinhos,Dois_Vizinhos,petflorestal.utfprdv@gmail.com,www.petflorestalutfpr.com.br/,Ciências Agrárias,,2010,https://instagram.com/pet_florestal,,,https://www.youtube.com/channel/UCuAVaBtdrBbMio0nKvGq5rw, PR,,Federal University of Technology – Paraná,https://en.wikipedia.org/wiki/Federal_University_of_Technology_%E2%80%93_Paran%C3%A1,Q1131055
